elevation_m,drainage_density_km_per_km2,storm_drain_proximity_m,historical_rainfall_intensity_mm_hr,return_period_years,G1_infra_vuln,G2_rain_x_return,G3_soil_x_rainfall,G4_is_very_low_elev,land_use,soil_group,storm_drain_type,rainfall_source,dem_source,risk_class,risk_class_encoded,latitude,longitude
110.63,5.32,50.8,25.0,10,9.548854231477009,250.0,25.0,0,5.0,0.0,0.0,1.0,4.0,Low,1,4.700349,-74.167433
2.16,8.07,79.9,44.8,10,9.900855141443444,448.0,179.2,1,2.0,3.0,2.0,2.0,0.0,High,0,29.724891,-95.267475
15.63,7.92,48.4,26.8,50,6.111103395071471,1340.0,26.8,0,5.0,0.0,1.0,3.0,4.0,Low,1,30.059895,-90.00645
30.07,5.5,61.8,18.6,25,11.236343206648716,465.00000000000006,37.2,0,2.0,1.0,1.0,1.0,1.0,Low,1,38.859685,-76.977323
72.43,9.5,53.2,49.4,5,5.599994105269364,247.0,148.2,0,7.0,2.0,0.0,1.0,1.0,Low,1,23.845128,90.456822
22.15,5.95,264.5,40.8,2,44.453706800492775,81.6,163.2,0,8.0,3.0,3.0,2.0,3.0,Low,1,51.981314,4.463838
24.24,6.26,146.8,48.1,10,23.450441772457236,481.0,0.0,0,2.0,4.0,0.0,1.0,3.0,Low,1,25.687676,-80.224335
35.7,4.5,292.4,20.8,5,64.97763338303693,104.0,62.400000000000006,0,2.0,2.0,3.0,1.0,4.0,Low,1,-29.887602,30.911008
11.25,7.23,2.9,16.9,10,0.40110594591155474,169.0,16.9,0,6.0,0.0,0.0,1.0,2.0,Low,1,51.806263,4.414151
28.2,6.26,72.7,19.3,2,11.613399978594284,38.6,77.2,0,0.0,3.0,2.0,1.0,1.0,Low,1,29.812374,-95.285871
5.44,5.08,91.8,46.4,10,18.070830569231163,464.0,0.0,0,0.0,4.0,2.0,1.0,0.0,Medium,2,24.970388,67.105535
30.025,6.26,91.4,10.8,10,14.600615653968607,108.0,21.6,0,2.0,1.0,0.0,2.0,4.0,Medium,2,51.920018,4.585554
4.01,4.1,155.5,24.0,10,37.92673676405668,240.0,72.0,1,7.0,2.0,3.0,2.0,2.0,Medium,2,39.971407,-75.106479
63.41,7.61,25.0,150.0,5,3.285146800069908,750.0,600.0,0,6.0,3.0,0.0,0.0,0.0,High,0,-23.581959,-46.695681
37.82,4.79,91.4,34.0,5,19.081379788351175,170.0,102.0,0,4.0,2.0,1.0,1.0,1.0,Low,1,37.822754,-122.264542
65.66,3.48,246.1,48.6,10,70.71818759141496,486.0,48.6,0,8.0,0.0,1.0,3.0,4.0,Low,1,39.906391,-75.081549
4.76,5.7,64.2,44.7,2,11.263138134845379,89.4,0.0,1,7.0,4.0,0.0,1.0,0.0,Medium,2,19.370592,-99.03889
14.42,6.26,141.0,27.5,5,22.523925680629905,137.5,110.0,0,6.0,3.0,0.0,3.0,1.0,Low,1,51.87227,4.539728
41.65,7.6,144.7,40.4,5,19.03944863230443,202.0,0.0,0,1.0,4.0,1.0,2.0,1.0,Low,1,17.318797,78.497032
3.42,6.26,113.7,32.5,5,18.162910282890923,162.5,32.5,1,7.0,0.0,0.0,2.0,3.0,Medium,2,52.394605,4.833581
30.025,2.27,91.4,12.3,2,40.264139805551515,24.6,0.0,0,6.0,4.0,3.0,1.0,1.0,Medium,2,24.684718,46.64258
27.38,4.9,91.4,37.4,5,18.6530231570956,187.0,112.19999999999999,0,6.0,2.0,0.0,4.0,2.0,Low,1,-1.312233,36.797758
19.02,7.47,185.8,30.3,2,24.872791334951362,60.6,60.6,0,7.0,1.0,4.0,3.0,0.0,Low,1,31.389409,121.47089
-1.56,3.78,37.7,39.5,10,9.973518588575164,395.0,118.5,1,6.0,2.0,2.0,1.0,3.0,High,0,1.373572,103.885093
44.38,6.26,41.3,24.8,50,6.597433550425638,1240.0,49.6,0,0.0,1.0,1.0,1.0,0.0,Low,1,41.899658,12.477563
33.09,6.57,80.6,35.3,10,12.267865650128385,353.0,35.3,0,0.0,0.0,2.0,4.0,1.0,Low,1,-36.788851,174.681236
29.64,5.97,279.8,50.9,25,46.86759318661108,1272.5,152.7,0,1.0,2.0,4.0,1.0,3.0,Low,1,28.654352,77.174898
5.55,2.59,206.9,43.3,25,79.88386145227238,1082.5,173.2,0,6.0,3.0,3.0,0.0,1.0,Medium,2,14.626959,121.034607
31.52,2.91,128.1,21.6,2,44.02046728361758,43.2,43.2,0,6.0,1.0,1.0,1.0,1.0,Medium,2,25.35973,51.621339
13.09,6.58,91.4,47.1,25,13.890556397330705,1177.5,0.0,0,5.0,4.0,0.0,1.0,1.0,Low,1,41.405399,2.107381
107.59,7.97,107.7,44.7,2,13.513157448986892,89.4,44.7,0,6.0,0.0,1.0,4.0,0.0,Low,1,4.65572,-74.198345
30.025,5.75,91.4,25.1,5,15.895624529348646,125.5,75.30000000000001,0,2.0,2.0,1.0,1.0,3.0,Low,1,51.88751,4.499353
6.21,7.6,18.9,114.3,25,2.4868388331067988,2857.5,228.6,0,0.0,1.0,2.0,3.0,2.0,High,0,-22.836778,-43.136778
63.68,8.92,8.4,34.1,10,0.9417029801536098,341.0,102.30000000000001,0,7.0,2.0,1.0,1.0,3.0,Low,1,35.720696,139.649669
9.57,5.45,61.0,28.9,10,11.192640013504564,289.0,28.9,0,0.0,0.0,0.0,1.0,4.0,Low,1,51.887277,4.491502
21.56,4.18,282.1,16.6,50,67.4878768232612,830.0000000000001,49.800000000000004,0,1.0,2.0,0.0,1.0,1.0,Low,1,40.000949,-75.257334
53.23,6.26,8.5,58.5,5,1.3578253069883277,292.5,117.0,0,7.0,1.0,0.0,0.0,2.0,Low,1,-23.435681,-46.695501
-2.17,7.17,142.2,30.1,5,19.832608322722002,150.5,90.30000000000001,1,6.0,2.0,1.0,2.0,3.0,Medium,2,18.486884,73.921768
52.85,6.26,95.6,21.7,25,15.271541099774602,542.5,43.4,0,7.0,1.0,2.0,1.0,0.0,Low,1,-27.630363,152.946992
9.57,4.86,69.2,44.7,50,14.238653829930392,2235.0,89.4,0,6.0,1.0,2.0,2.0,0.0,Low,1,22.598464,113.977979
243.25,4.83,183.3,62.8,50,37.95023198709734,3140.0,62.8,0,3.0,0.0,2.0,1.0,4.0,Low,1,4.665849,-74.06816
72.82,7.08,75.6,26.5,2,10.677951019843192,53.0,79.5,0,0.0,2.0,2.0,1.0,3.0,Low,1,-29.771723,30.974719
136.1,3.93,133.0,30.8,5,33.842153073401846,154.0,92.4,0,7.0,2.0,2.0,1.0,4.0,Low,1,4.621354,-74.037316
50.7,10.26,91.4,32.7,25,8.908373383651673,817.5000000000001,130.8,0,2.0,3.0,0.0,1.0,3.0,Low,1,41.026182,28.924288
30.025,4.35,44.3,32.9,2,10.183884634747967,65.8,0.0,0,2.0,4.0,1.0,1.0,0.0,Medium,2,-23.588078,-46.627541
38.12,4.86,87.2,18.8,10,17.942349912860262,188.0,37.6,0,2.0,1.0,0.0,2.0,1.0,Low,1,40.663617,-73.940983
7.15,2.59,98.4,61.5,10,37.99213130451234,615.0,123.0,0,6.0,1.0,2.0,1.0,1.0,Medium,2,6.495519,3.420541
23.59,4.94,192.4,31.7,5,38.947289580385466,158.5,95.1,0,6.0,2.0,3.0,0.0,1.0,Low,1,-34.01394,18.444154
46.25,7.19,91.4,52.3,10,12.712082458856107,523.0,52.3,0,2.0,0.0,4.0,1.0,3.0,Low,1,-36.966301,174.712946
5.65,4.07,105.7,56.3,50,25.970452161051202,2815.0,56.3,0,4.0,0.0,1.0,1.0,3.0,Medium,2,12.937214,80.26766
30.025,3.76,98.7,59.4,5,26.24993018635589,297.0,118.8,0,1.0,1.0,2.0,0.0,4.0,High,0,-27.499348,153.047463
12.85,2.34,190.3,58.5,50,81.32443878444964,2925.0,0.0,0,1.0,4.0,3.0,1.0,0.0,Medium,2,6.530401,3.366467
118.92,7.59,118.1,42.9,100,15.559926798515418,4290.0,0.0,0,0.0,4.0,3.0,0.0,1.0,Low,1,4.711807,-74.191855
66.16,6.95,48.2,27.1,5,6.935241819795944,135.5,0.0,0,0.0,4.0,1.0,1.0,2.0,Low,1,22.4996,88.359547
9.81,4.9,30.4,28.7,5,6.204068971287813,143.5,57.4,0,0.0,1.0,1.0,3.0,3.0,Low,1,53.507634,9.948713
2.4,7.9,265.3,62.9,100,33.5822359718532,6290.0,0.0,1,2.0,4.0,3.0,4.0,1.0,Medium,2,23.164792,113.204835
16.99,2.61,78.5,126.1,25,30.076513116807984,3152.5,378.29999999999995,0,6.0,2.0,0.0,2.0,1.0,High,0,-22.889867,-43.235924
3.09,3.28,95.3,73.1,2,29.054789467105284,146.2,0.0,1,1.0,4.0,0.0,2.0,1.0,High,0,13.155329,80.300037
3.79,4.15,124.4,35.1,5,29.975831383538836,175.5,105.30000000000001,1,2.0,2.0,1.0,1.0,3.0,Medium,2,52.084604,4.493236
11.48,6.26,147.9,45.3,50,23.6261603415969,2265.0,90.6,0,6.0,1.0,1.0,1.0,4.0,Low,1,55.682857,12.586534
11.78,11.07,205.2,35.1,2,18.53656862098589,70.2,105.30000000000001,0,0.0,2.0,3.0,1.0,0.0,Low,1,40.718008,-74.039586
115.15,5.9,82.1,36.2,2,13.915230652151436,72.4,144.8,0,2.0,3.0,4.0,1.0,1.0,Low,1,-34.559001,-58.336407
5.04,7.32,75.5,15.8,25,10.314193559844863,395.0,63.2,1,6.0,3.0,2.0,1.0,1.0,Medium,2,31.211958,121.480151
30.025,10.2,20.0,53.3,10,1.9607823913898126,533.0,159.89999999999998,0,2.0,2.0,0.0,0.0,0.0,Low,1,14.562976,121.036665
79.22,10.3,58.7,33.8,2,5.699023593180978,67.6,135.2,0,2.0,3.0,2.0,1.0,1.0,Low,1,34.614552,135.349776
21.62,7.24,79.7,28.5,5,11.008272088021979,142.5,0.0,0,7.0,4.0,0.0,4.0,1.0,Low,1,-29.966255,30.935253
6.6,7.62,91.4,114.4,10,11.994734915046044,1144.0,343.20000000000005,0,0.0,2.0,3.0,4.0,1.0,High,0,25.843906,-80.29028
206.74,5.75,84.1,34.1,2,14.626061519893009,68.2,136.4,0,7.0,3.0,0.0,4.0,3.0,Low,1,4.715968,-74.127762
-1.54,9.22,14.5,80.2,25,1.5726664070863263,2005.0,160.4,1,5.0,1.0,3.0,4.0,4.0,High,0,29.893873,-90.011673
64.18,6.38,65.8,29.4,5,10.313463458521225,147.0,58.8,0,7.0,1.0,0.0,4.0,4.0,Low,1,4.781346,-74.199324
30.025,6.26,81.1,122.1,100,12.955250870206278,12210.0,366.29999999999995,0,7.0,2.0,3.0,4.0,4.0,High,0,14.632851,120.918205
30.025,6.49,0.2,34.5,2,0.030816593502937594,69.0,34.5,0,1.0,0.0,0.0,1.0,0.0,Medium,2,28.449792,77.233059
61.78,6.08,44.1,26.6,25,7.253277543951409,665.0,26.6,0,7.0,0.0,1.0,3.0,4.0,Low,1,28.559749,77.126573
1.98,8.64,152.5,26.3,10,17.65044253421003,263.0,78.9,1,0.0,2.0,0.0,0.0,2.0,Medium,2,37.484222,126.90918
48.77,2.9,102.2,41.1,10,35.24125778876625,411.0,164.4,0,6.0,3.0,1.0,1.0,4.0,Medium,2,42.026394,12.391153
20.69,9.87,8.9,37.5,25,0.9017214774858385,937.5,75.0,0,2.0,1.0,2.0,4.0,1.0,Low,1,52.264567,4.856939
6.88,5.72,91.4,52.9,25,15.978993043718457,1322.5,52.9,0,8.0,0.0,3.0,3.0,1.0,Medium,2,13.234755,80.281603
135.42,4.54,222.7,28.7,5,49.05275539040663,143.5,0.0,0,5.0,4.0,3.0,2.0,1.0,Low,1,24.787714,67.019748
8.59,4.49,127.9,96.1,25,28.48545994329634,2402.5,192.2,0,6.0,1.0,1.0,4.0,1.0,High,0,23.13066,113.311123
101.53,10.58,135.7,53.9,50,12.826074833577662,2695.0,0.0,0,0.0,4.0,0.0,1.0,0.0,Low,1,40.889105,29.058041
55.96,3.78,54.8,56.1,25,14.497316144666284,1402.5,112.2,0,6.0,1.0,2.0,2.0,3.0,Low,1,34.739115,135.457097
13.4,3.49,61.9,150.0,100,17.736338864358554,15000.0,450.0,0,6.0,2.0,1.0,1.0,2.0,High,0,5.492264,-0.166883
30.025,4.27,160.5,39.4,50,37.587733986571465,1970.0,0.0,0,4.0,4.0,0.0,1.0,0.0,Low,1,6.920633,79.9126
8.26,6.25,98.5,42.0,5,15.759974784040347,210.0,168.0,0,1.0,3.0,2.0,1.0,1.0,Low,1,13.100024,80.240578
-1.6,9.24,79.9,40.9,2,8.647176788769709,81.8,122.69999999999999,1,7.0,2.0,0.0,1.0,0.0,Medium,2,49.278027,-123.092482
11.1,5.92,339.7749999999993,62.3,10,61.672193121295415,623.0,249.2,0,6.0,3.0,4.0,4.0,3.0,Low,1,6.462764,3.327888
10.82,3.08,3.6,65.6,2,1.1688273739370976,131.2,131.2,0,1.0,1.0,2.0,1.0,0.0,Low,1,-22.878018,-43.182914
30.025,9.44,21.3,61.3,10,2.256353541998367,613.0,61.3,0,0.0,0.0,0.0,0.0,4.0,Low,1,-22.926,-43.286912
30.33,7.8,46.1,36.5,25,5.910248833014317,912.5,146.0,0,6.0,3.0,0.0,0.0,1.0,Low,1,51.545199,-0.122036
17.18,2.93,154.8,51.4,10,52.83258418913246,514.0,154.2,0,1.0,2.0,1.0,4.0,2.0,Medium,2,6.843577,79.842526
15.95,3.62,205.7,29.2,5,56.82304745014516,146.0,116.8,0,1.0,3.0,0.0,1.0,1.0,Low,1,19.063252,72.850282
16.14,6.46,312.2,11.6,2,48.32809856331492,23.2,46.4,0,6.0,3.0,4.0,1.0,3.0,Low,1,51.853352,4.513923
24.52,10.45,143.3,29.8,5,13.71290553788944,149.0,59.6,0,7.0,1.0,3.0,1.0,1.0,Low,1,29.623672,-95.481678
47.14,5.24,179.9,25.5,10,34.33199554962682,255.0,51.0,0,1.0,1.0,1.0,0.0,1.0,Low,1,37.911131,23.757674
30.025,7.35,25.7,66.3,100,3.4965938821851945,6630.0,66.3,0,0.0,0.0,1.0,3.0,0.0,Low,1,14.578786,120.966147
48.37,3.33,106.1,34.7,100,31.861766180882338,3470.0000000000005,34.7,0,2.0,0.0,0.0,3.0,2.0,Low,1,38.848084,-77.006142
56.04,6.26,75.4,25.6,5,12.044709193755283,128.0,51.2,0,7.0,1.0,1.0,1.0,1.0,Low,1,40.706011,-73.973711
30.025,6.41,109.9,48.7,2,17.145059056070117,97.4,48.7,0,5.0,0.0,1.0,3.0,3.0,Medium,2,35.714427,51.340693
3.59,6.26,167.0,14.0,10,26.677273678476553,140.0,14.0,1,3.0,0.0,0.0,2.0,1.0,Medium,2,4.675203,-73.978098
4.27,6.61,97.3,32.6,5,14.720098759305962,163.0,97.80000000000001,1,6.0,2.0,4.0,3.0,4.0,Medium,2,-27.421422,153.010535
12.7,6.12,105.2,30.5,5,17.189514396218307,152.5,91.5,0,0.0,2.0,1.0,3.0,1.0,Low,1,-33.827183,151.067937
6.38,5.31,244.4,46.7,10,46.02627866990835,467.0,0.0,0,1.0,4.0,3.0,1.0,0.0,Medium,2,24.935972,121.701897
23.04,9.95,65.2,66.4,5,6.5527572334098165,332.0,132.8,0,7.0,1.0,2.0,0.0,1.0,Low,1,41.353431,2.210294
30.025,9.24,47.3,14.7,100,5.119042078958789,1470.0,29.4,0,0.0,1.0,0.0,1.0,4.0,Medium,2,52.379544,4.908247
36.68,2.4,33.6,61.6,2,13.999941666909722,123.2,123.2,0,6.0,1.0,4.0,1.0,1.0,Medium,2,28.655384,77.207959
36.77,3.49,162.7,86.6,25,46.61877759662579,2165.0,259.79999999999995,0,6.0,2.0,0.0,1.0,1.0,High,0,23.111183,72.678808
88.57,4.86,105.1,32.1,50,21.62546990644052,1605.0,64.2,0,0.0,1.0,0.0,1.0,3.0,Low,1,-1.263708,36.869893
21.32,4.41,51.2,35.5,10,11.609950997843544,355.0,71.0,0,6.0,1.0,2.0,1.0,1.0,Low,1,37.591389,126.960039
144.86,6.06,275.5,32.9,2,45.46197118486604,65.8,0.0,0,4.0,4.0,1.0,3.0,0.0,Low,1,-33.857148,18.30334
47.56,1.83,145.6,29.4,2,79.56240676280457,58.8,117.6,0,1.0,3.0,2.0,1.0,3.0,Medium,2,-1.331729,36.851342
112.08,8.62,228.9,41.3,10,26.554493556271982,413.0,82.6,0,2.0,1.0,3.0,0.0,1.0,Low,1,37.533384,126.879821
101.45,8.64,107.2,50.0,25,12.407393046998788,1250.0,50.0,0,0.0,0.0,0.0,0.0,1.0,Low,1,37.93318,23.867411
71.88,6.26,267.1,44.0,2,42.667663470186156,88.0,176.0,0,0.0,3.0,3.0,3.0,2.0,Low,1,-1.302091,36.792789
74.7,6.73,71.1,17.0,5,10.564620260593966,85.0,51.0,0,7.0,2.0,2.0,1.0,3.0,Low,1,48.733852,2.306346
16.9,8.1,112.5,19.8,2,13.888871742133652,39.6,59.400000000000006,0,7.0,2.0,2.0,3.0,0.0,Low,1,24.618834,46.715941
22.58,6.26,136.1,80.4,50,21.741179327189574,4020.0000000000005,321.6,0,1.0,3.0,0.0,0.0,1.0,High,0,-22.842461,-43.115485
8.55,7.99,76.3,69.6,2,9.549424844274288,139.2,69.6,0,2.0,0.0,1.0,1.0,4.0,Low,1,22.343025,114.251022
37.0,6.26,182.2,22.1,50,29.10538481567921,1105.0,22.1,0,7.0,0.0,3.0,1.0,1.0,Low,1,24.73283,46.769581
23.0,5.7,28.0,32.3,5,4.912272083733186,161.5,96.89999999999999,0,7.0,2.0,1.0,1.0,4.0,Low,1,25.262453,55.290175
83.92,5.89,136.4,25.9,2,23.15785541960031,51.8,77.69999999999999,0,2.0,2.0,0.0,1.0,3.0,Low,1,-29.900187,31.052266
9.09,7.35,84.3,59.7,25,11.469372150514081,1492.5,59.7,0,7.0,0.0,1.0,0.0,0.0,Low,1,13.215859,80.305791
63.2,3.57,106.9,22.9,2,29.943893714583435,45.8,45.8,0,4.0,1.0,1.0,2.0,1.0,Low,1,37.554769,127.019884
115.03,5.94,38.1,35.3,50,6.414130615941724,1764.9999999999998,105.89999999999999,0,7.0,2.0,2.0,4.0,3.0,Low,1,28.642975,77.252889
116.15,7.03,45.8,43.1,5,6.5149267212991155,215.5,86.2,0,6.0,1.0,1.0,3.0,1.0,Low,1,-33.922298,18.527665
30.025,4.32,71.0,26.3,5,16.4351471408631,131.5,78.9,0,0.0,2.0,1.0,1.0,1.0,Low,1,35.762058,139.839086
74.42,7.07,91.4,44.7,5,12.927845929496565,223.5,44.7,0,6.0,0.0,2.0,2.0,1.0,Low,1,40.783956,-73.976593
55.49,7.24,7.6,19.5,25,1.049722307013388,487.5,39.0,0,0.0,1.0,1.0,1.0,3.0,Low,1,25.067548,121.586524
16.22,5.34,293.2,25.2,10,54.90626422047899,252.0,25.2,0,3.0,0.0,2.0,1.0,1.0,Low,1,52.395008,4.904408
19.77,3.25,132.6,55.6,25,40.79987446192473,1390.0,166.8,0,4.0,2.0,1.0,0.0,4.0,Low,1,22.513315,114.051555
11.47,4.34,39.1,61.7,25,9.009195831346013,1542.5,185.10000000000002,0,6.0,2.0,3.0,0.0,2.0,Low,1,5.566433,-0.221917
74.61,6.25,4.2,20.2,5,0.6719989248017204,101.0,20.2,0,1.0,0.0,0.0,0.0,3.0,Low,1,38.069249,23.652526
24.72,7.31,1.1,20.3,10,0.15047859031656594,203.0,81.2,0,0.0,3.0,1.0,1.0,2.0,Low,1,-33.843459,151.225685
43.28,6.35,196.5,42.7,2,30.944833157743062,85.4,85.4,0,4.0,1.0,2.0,0.0,1.0,Low,1,55.764115,12.677596
0.81,6.26,57.9,21.1,2,9.249186502896961,42.2,63.300000000000004,1,6.0,2.0,1.0,1.0,0.0,Medium,2,37.742872,-122.357207
14.04,3.76,159.4,59.3,10,42.393504272595024,593.0,237.2,0,1.0,3.0,2.0,0.0,3.0,Low,1,14.61148,121.084784
112.91,6.66,131.9,20.3,25,19.804775067905304,507.5,60.900000000000006,0,7.0,2.0,2.0,4.0,3.0,Low,1,45.378225,-73.588294
56.3,3.2,127.1,16.1,2,39.71862587929412,32.2,16.1,0,6.0,0.0,1.0,1.0,3.0,Low,1,-34.635617,-58.310205
4.26,4.4,189.0,90.3,10,42.95444783080038,903.0,361.2,1,6.0,3.0,3.0,0.0,0.0,High,0,6.445914,3.253808
56.76,4.13,155.2,19.0,5,37.57860150459684,95.0,38.0,0,6.0,1.0,3.0,1.0,4.0,Low,1,-29.884201,31.055121
30.025,9.98,91.4,23.9,100,9.158307456605755,2390.0,95.6,0,0.0,3.0,3.0,1.0,0.0,Low,1,34.769307,135.427237
85.67,5.14,67.8,25.1,5,13.190635815883628,125.5,100.4,0,6.0,3.0,0.0,3.0,1.0,Low,1,24.898686,66.891892
41.18,9.58,211.3,31.4,5,22.0563444088263,157.0,62.8,0,0.0,1.0,4.0,0.0,0.0,Low,1,45.443847,-73.429551
60.27,8.49,60.5,23.9,100,7.126022230833651,2390.0,71.69999999999999,0,7.0,2.0,1.0,1.0,3.0,Low,1,22.597351,88.378658
17.35,4.81,50.7,16.2,2,10.540518626780404,32.4,16.2,0,6.0,0.0,1.0,3.0,3.0,Low,1,30.038725,-90.080276
30.025,8.7,92.6,150.0,10,10.643665926820775,1500.0,600.0,0,0.0,3.0,2.0,2.0,4.0,High,0,23.715517,90.482345
68.23,9.3,93.5,28.5,5,10.053752630373515,142.5,28.5,0,2.0,0.0,2.0,2.0,3.0,Low,1,21.035559,105.920071
62.59,7.0,282.0,38.2,100,40.2856567347761,3820.0000000000005,0.0,0,1.0,4.0,1.0,3.0,3.0,Low,1,28.541521,77.260555
197.0,6.94,76.5,49.6,50,11.023038871701914,2480.0,148.8,0,7.0,2.0,2.0,2.0,3.0,Low,1,37.864756,-122.406965
1.49,6.62,112.1,13.2,25,16.93350916388344,330.0,26.4,1,0.0,1.0,1.0,1.0,4.0,Medium,2,25.25657,55.289775
1.22,7.7,128.5,20.2,100,16.688290015207773,2020.0,60.599999999999994,1,6.0,2.0,0.0,1.0,0.0,Medium,2,49.331035,-123.069503
0.17,6.26,91.4,49.3,25,14.600615653968607,1232.5,147.89999999999998,1,7.0,2.0,1.0,3.0,1.0,High,0,13.07693,80.268495
11.32,4.47,132.0,49.7,10,29.530135279339422,497.0,198.8,0,1.0,3.0,2.0,2.0,2.0,Low,1,13.727791,100.496571
30.025,3.75,150.4,24.7,25,40.10655971584076,617.5,24.7,0,6.0,0.0,0.0,1.0,4.0,Medium,2,4.719281,-74.137331
31.29,6.26,53.2,31.4,10,8.498388980209299,314.0,62.8,0,6.0,1.0,2.0,2.0,3.0,Low,1,41.393543,2.131962
23.23,7.7,152.9,45.1,2,19.857117068679134,90.2,135.3,0,2.0,2.0,2.0,4.0,1.0,Low,1,14.605876,120.985401
30.025,5.02,63.3,25.8,50,12.609536634389176,1290.0,51.6,0,1.0,1.0,3.0,2.0,1.0,Medium,2,-36.865768,174.820234
7.22,2.92,339.7749999999993,29.5,5,154.41727939287878,147.5,88.5,0,1.0,2.0,2.0,1.0,3.0,Medium,2,51.896085,4.537465
17.33,5.27,339.7749999999993,114.3,100,74.93344414906234,11430.0,457.2,0,1.0,3.0,1.0,0.0,3.0,High,0,5.531183,-0.107577
152.65,8.46,63.1,12.8,5,7.458620025271838,64.0,12.8,0,6.0,0.0,2.0,1.0,3.0,Low,1,35.620812,51.37742
68.77,8.68,3.9,46.1,100,0.44930823812414966,4610.0,46.1,0,7.0,0.0,0.0,1.0,1.0,Low,1,19.352517,-99.186477
4.43,7.74,105.2,31.3,10,13.591713705796247,313.0,93.9,1,0.0,2.0,3.0,1.0,1.0,Medium,2,-34.007348,18.471165
7.8,1.83,160.9,55.2,5,87.92301681411577,276.0,55.2,0,1.0,0.0,1.0,0.0,3.0,Medium,2,29.94437,-90.053915
19.29,5.01,89.2,24.9,10,17.804355679928786,249.0,99.6,0,6.0,3.0,1.0,0.0,1.0,Low,1,41.911641,12.575634
43.51,5.51,39.1,27.6,2,7.096175869009313,55.2,82.80000000000001,0,6.0,2.0,0.0,0.0,3.0,Low,1,-1.274471,36.915126
1.04,3.46,137.5,56.3,25,39.73976953823833,1407.5,0.0,1,1.0,4.0,1.0,4.0,1.0,Medium,2,23.693511,90.438357
94.48,7.79,131.7,23.6,25,16.906268413005886,590.0,70.80000000000001,0,5.0,2.0,1.0,1.0,3.0,Low,1,-33.911126,18.471533
46.88,4.51,120.1,25.9,10,26.629652705869834,259.0,25.9,0,7.0,0.0,3.0,1.0,4.0,Low,1,25.200856,51.667687
73.75,6.26,100.3,29.1,10,16.022338622462264,291.0,116.4,0,2.0,3.0,1.0,3.0,4.0,Low,1,37.946921,23.726388
65.58,8.79,113.5,32.6,5,12.91238576520391,163.0,130.4,0,2.0,3.0,2.0,0.0,0.0,Low,1,48.748143,2.409918
19.94,5.04,177.7,65.7,10,35.25786655185208,657.0,65.7,0,7.0,0.0,3.0,3.0,2.0,Low,1,18.936852,72.829707
35.42,7.53,265.5,28.9,50,35.258917318834904,1445.0,115.6,0,6.0,3.0,3.0,0.0,3.0,Low,1,23.03801,72.5872
9.87,8.91,46.0,33.0,10,5.162732701759033,330.0,66.0,0,6.0,1.0,0.0,2.0,3.0,Low,1,1.43764,103.676573
10.88,4.75,154.0,28.8,2,32.420984376875,57.6,57.6,0,3.0,1.0,1.0,1.0,1.0,Low,1,-22.885275,-43.221929
18.22,6.75,18.9,33.7,50,2.799995851857997,1685.0000000000002,0.0,0,6.0,4.0,1.0,0.0,4.0,Low,1,1.327545,103.794893
10.99,6.26,83.7,24.2,10,13.370585669990945,242.0,48.4,0,7.0,1.0,1.0,3.0,0.0,Low,1,51.958438,4.561532
2.67,8.85,1.1,26.0,10,0.12429364486593802,260.0,104.0,1,0.0,3.0,0.0,3.0,3.0,Medium,2,22.567573,88.422976
16.29,7.38,154.7,34.6,5,20.96203121675987,173.0,69.2,0,6.0,1.0,0.0,2.0,3.0,Low,1,29.925943,-90.229583
9.95,6.26,110.6,42.3,100,17.667703406224593,4230.0,0.0,0,1.0,4.0,0.0,2.0,0.0,Low,1,6.588569,3.186932
14.56,2.2,182.8,27.4,10,83.09053140667542,274.0,82.19999999999999,0,1.0,2.0,3.0,1.0,0.0,Medium,2,-34.637909,-58.451537
135.92,3.65,17.8,40.1,50,4.876698967948033,2005.0,120.30000000000001,0,7.0,2.0,1.0,3.0,1.0,Low,1,4.701989,-74.117255
25.79,7.58,91.4,43.8,25,12.05803158571031,1095.0,87.6,0,6.0,1.0,2.0,1.0,1.0,Low,1,28.632464,77.322625
9.84,5.62,68.7,37.5,5,12.224177537050647,187.5,75.0,0,2.0,1.0,1.0,1.0,3.0,Low,1,12.995856,77.622202
14.84,4.13,63.4,37.9,2,15.351052418759279,75.8,37.9,0,6.0,0.0,1.0,3.0,2.0,Low,1,49.414537,-123.172791
6.05,3.22,187.4,32.4,5,58.19857702305272,162.0,97.19999999999999,0,4.0,2.0,3.0,1.0,0.0,Medium,2,40.757452,-74.069899
9.66,5.21,86.0,29.6,25,16.50668616758893,740.0,59.2,0,2.0,1.0,1.0,3.0,3.0,Low,1,-33.94121,18.398241
-2.7,7.92,77.7,55.0,50,9.810593673492837,2750.0,110.0,1,0.0,1.0,2.0,4.0,3.0,Medium,2,22.323141,114.050428
23.58,6.26,53.2,74.2,50,8.498388980209299,3710.0,148.4,0,0.0,1.0,1.0,1.0,3.0,Low,1,3.123256,101.795297
9.35,3.97,157.1,50.9,5,39.57168873630041,254.5,0.0,0,0.0,4.0,0.0,1.0,1.0,Low,1,25.78801,-80.325151
69.8,4.37,68.1,28.8,5,15.583488367303508,144.0,57.6,0,0.0,1.0,3.0,1.0,2.0,Low,1,38.876307,-77.06297
32.91,8.06,339.7749999999993,26.5,10,55.85601010420582,265.0,79.5,0,7.0,2.0,4.0,0.0,1.0,Low,1,28.491566,77.227151
